alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280_od315,proline,oak_aged,variety
11.785198702557611,1.1698332986919255,2.306773087668475,24.208037624648014,89.59354706091861,2.2908489112649226,2.1080962620306005,0.24361583726268704,1.1007148588156381,3.7867473541616796,1.1699560521964385,2.721544421869723,624.7126790710249,No,Merlot
11.122724692854053,4.103022478233617,2.469871347625868,19.01842087860474,84.1852696749914,2.2016147473628624,1.7195797891522735,0.2951449828765492,1.4938336712671973,3.831401643718215,0.7505537346821971,1.7740959872640854,550.3724773742995,,Merlot
12.315376274267452,1.0791293408291853,1.3865864070294731,25.77038495684593,90.5900136675277,1.2800286557153935,1.1669264495662819,0.4203980836865025,0.9488331642028391,3.8280685254317253,1.199901961291749,2.2898180955611225,698.9517322933835,Yes,Merlot
12.724482405673081,0.8791054440168025,2.5249741097604637,17.036319704843923,101.33091019239913,3.0543046560934015,2.804750771789272,0.3220991395348518,1.7309756068805013,5.741020356731116,1.3695892198592778,3.2481867709682217,1331.2415654215877,Yes,Cabernet Sauvignon
12.141688597469072,1.73057766548179,1.5729261591506989,17.286192709823883,74.0387963467773,2.123238730784242,1.9280064972532098,0.31042963348069286,0.7696921036926484,2.921799057136977,1.2916089393312242,2.8593665371676504,705.9636139485201,Yes,Merlot
13.230418847021882,4.963731791330844,2.590871108260153,24.331674659249412,102.46799731021193,1.3663207081405144,1.6917953606151437,0.8131981910034078,,6.032491429605524,0.5848544556508246,1.3914222914706864,631.4715607060265,No,Pinot Noir
13.422336390590491,2.1203722327059418,2.5855496269604927,15.770860962586289,95.18242423475067,3.0590291085390255,2.630659387274588,0.34512378930698673,1.6422176940469133,6.67118793977901,1.0106881248991344,2.4499597443593384,976.7502886866896,Yes,Cabernet Sauvignon
12.63530715525321,2.9792534218094855,2.6034655516320417,19.737063500456024,,2.2225097619178023,2.0376252501085435,0.37600956978849875,1.941481865120513,2.561026491720906,1.4819970828166724,3.2722624058782195,319.73488229606824,No,Merlot
12.499489817369618,0.01,1.8274127368313757,21.02226265425099,126.5847960863511,2.8337680988073553,2.4167465590769672,0.3113873793923292,1.2136514725817318,2.628421040350818,1.0595317223626084,2.5835833903828185,391.20038370403705,No,Merlot
13.745244890813936,1.554369301828435,2.532365019375378,16.050783687143596,113.38350812775069,2.8407541309844047,2.5986751784309603,0.3752407631215795,1.8992326399963781,4.911445407167547,1.0298609058613297,2.5675092575035072,919.7741951594602,Yes,Cabernet Sauvignon
13.465298829898638,1.7947658893458667,3.149347809460858,18.821785585185864,111.58887015718972,2.915465783006725,2.538347956787692,0.3683578013398866,2.31842090041916,5.448780284527028,1.040064586199863,2.543707725058358,899.1608252144188,Yes,Cabernet Sauvignon
12.206914468667941,1.4197291757565853,1.877218660625024,17.69534994882277,106.5723179989012,2.403760411702663,2.1776348739617095,0.3650608438969381,1.7428236274698266,3.6728281233876547,0.9420808448317086,2.0805095524594353,298.2346107969428,No,Merlot
13.705713027780329,2.0080159041694583,2.2532743825645154,17.16978292292334,117.26963942969358,2.987401488885855,2.9275013773369865,0.21598292787357043,1.8600661678018198,2.8657795041733496,1.0075427574663394,2.7392382034360465,1348.5341294910265,Yes,Cabernet Sauvignon
13.127016155915209,4.1215994794884905,2.2792553230487673,19.566226829273894,98.88204836603568,1.8498781621409404,1.5951726178993242,0.45899875582953936,1.3153306493941987,9.907308210294167,0.6791869572368614,1.4474272769042287,673.9294356350601,Yes,Pinot Noir
13.278384864853564,1.1763696963994885,2.393716944305019,17.817108675970058,95.65416762948662,3.312291013903279,2.996305961523667,0.29749735210066297,,4.487428025770332,1.0650940961273554,2.60447827459245,1045.0339645624447,No,Cabernet Sauvignon
13.567995538220584,3.166706981486342,2.3021070512994144,24.764077388385715,100.86234131901253,1.2098099713403025,1.0434785808799896,0.6091421956115495,2.054545929916828,10.215455051414988,0.7873679950169354,1.5849548644713178,589.9703360940159,No,Pinot Noir
13.174876959723148,2.4522269644102384,1.7978946644706952,25.268493262500684,100.24050931797981,1.9430068288237932,1.8035731191967372,0.1590064422029573,1.7887570012186866,3.0737305703280318,1.2701825401575995,2.301500806694807,318.2896394137791,No,Merlot
13.735951914577669,3.3615672789366324,2.3268583655758297,22.025033858526218,104.70584324350918,1.8401335901483131,1.5321451020008585,0.4440290374036674,0.5000370733205726,6.03862424106801,0.7757068370309115,1.667597781557837,754.7620987156603,Yes,Pinot Noir
12.96459685274867,2.5535642851830564,2.381415807219062,15.440998276854469,103.39908938039035,2.8875368906504275,2.6513718476169292,0.367697875017399,2.3401482722788893,6.432169238638176,1.1619541504934197,2.7689525250884,1202.227099830402,No,Cabernet Sauvignon
11.953922964153566,2.7300231470547436,2.918518479693608,19.724892039570268,97.01529391222147,1.6046544998048629,1.6087592786962803,0.3024382827954889,1.8756433320052506,4.569753937985016,1.5414651442949587,3.02046583355707,583.9383220195139,Yes,Merlot
13.475364421555513,,2.2759773144802224,17.482763106240885,94.51108439907117,2.1046668940299162,1.7991674936467856,0.5398947806323897,1.7822986835281232,7.3407271700612995,0.6564731232439711,1.8007955722478894,683.7566496382565,No,Pinot Noir
