id,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280_od315,proline,oak_aged,variety
1,13.801873114488066,0.4831730309908122,2.6473040255682943,17.792411003711763,106.61903945416739,2.9639290613018163,3.126183340010803,0.25660517947982625,1.2776605252711195,6.954892517277327,1.021306623884256,2.5722895448578673,1014.3228619668237,Yes,Cabernet Sauvignon
2,13.297159280871234,1.0357450559969892,2.2030576945360547,21.40681679432319,118.1545740238816,2.454446918772063,2.060822661240886,0.15890301747151092,2.252220693358612,6.000669345303436,0.8851573879969682,2.036312607705222,1440.503122040418,No,Cabernet Sauvignon
3,14.529305784439162,2.1087795076559734,2.3026361985947292,21.41077983751873,121.28061806215317,2.856353969713257,2.8157708135655346,0.23427576627224192,1.527275387560759,6.753056167857304,1.158051664944729,2.8559947926955607,1465.2889502065668,Yes,Cabernet Sauvignon
4,11.720604189596434,2.2277178071862265,2.0781443981500995,20.195159251321932,78.94410315332439,1.633731643786008,1.5730168723217497,0.5669698045289681,1.9845413021275027,1.1766327235269871,1.3143192731457214,2.66290968262817,571.4556833784154,No,Merlot
5,12.731468302992566,0.9640842087920897,2.078430539855427,25.30807665132397,66.99921075519845,2.0330662136709576,1.629994405430922,0.37308047874955125,0.9138991556253423,2.5497295689782677,1.128513970340842,2.560120440941681,709.0250179013923,Yes,Merlot
6,13.57146763974418,2.388812981744186,2.38687523846931,21.73520751778978,91.09671061433505,2.2581041264796404,2.4101791841605325,0.5310516565532131,0.20726755849733536,6.510747010962755,0.67308577131993,2.168380766562432,722.019532332699,No,Pinot Noir
7,12.588504802415635,4.036576236252291,2.407061697449644,20.982203937976763,116.2573813655581,1.4059051667299545,1.145432605970564,0.6030317446344748,0.964214089727802,7.71567264636987,0.7147308901968543,1.435207416768116,883.8163597343319,No,Pinot Noir
8,14.6859659259847,2.2342566645757156,1.9707478808500405,16.412265245291792,100.08062706204737,2.8962875316032277,2.8800920169143054,0.38488355797294854,1.7207642300765182,5.276633793215576,1.1722903827591582,3.0321512255204013,1036.2737987779728,No,Cabernet Sauvignon
9,12.472936183806477,0.547587143238881,1.999119971122613,22.093971030709213,92.8576545921747,2.580567444771329,2.2071470988196706,0.37096917277937796,1.0334452299694663,1.836258731478763,1.1496162693950114,2.608591170881867,185.81660732169564,No,Merlot
10,13.315720682948948,1.974092565658347,2.4269753429409486,12.142556746178796,128.22925884343516,2.762584302211917,2.595452946951561,0.3643868397719789,1.6436298361949446,5.772980184209652,1.2009022488806964,2.7658655001666337,1203.8772991201492,No,Cabernet Sauvignon
11,13.666720421116455,4.113532619029813,2.4223013487782947,20.046695242313426,92.22324128212641,1.8278500727437985,1.7732833838212145,0.5928213655429815,1.0109111060272096,7.503748402790813,0.7590624559269578,2.0058825728284515,768.2297865983339,No,Pinot Noir
12,13.38591397110249,2.901370984798055,2.3901574170063706,16.236300641905988,113.04855378818802,2.722435326430922,2.913275290292053,0.28241980856100984,1.0268738617791446,5.18202118176106,1.0297874126711595,2.449085786836337,910.8960555271589,Yes,Cabernet Sauvignon
13,13.389257292640947,2.8587869129765737,2.738611887834339,19.2103663370386,101.29890215006782,2.673338158093464,2.6347972378461395,0.27823615196243184,2.205092829273136,5.959239704960325,1.0468016703182863,2.443861072962286,1020.1265044495723,Yes,Cabernet Sauvignon
14,11.56569877423897,1.1617351279072585,2.482199545963027,17.66172753604758,109.74030660245603,2.230127974340966,2.118025133146959,0.3637650127387928,1.851556141919302,3.4363540891284146,1.0823591837592907,2.6799425421016005,377.8779713593202,No,Merlot
15,14.320612262029824,1.9132764069295056,2.411445888303416,17.828565447166756,105.20993486245217,3.1431946234496655,2.959475208185172,0.36997487980482696,2.540486761480485,6.400446688336989,0.9627929807657514,2.1943051514907252,664.5553916028512,Yes,Cabernet Sauvignon
16,12.59089022170481,2.559258437597614,2.163524612102434,21.718909850130355,96.13725438732403,2.40936000497602,2.2646407131700914,0.43602444900774984,1.1485581756618877,0.7421750046000426,1.196345245379334,2.7006464213218004,519.2704796756511,No,Merlot
17,13.29921528076053,3.788281867712455,2.52635427475239,22.697767869275907,113.15547473675625,1.6396051963510978,1.7069905806650452,0.58303526369534,1.8063696804213807,6.510908074206706,0.7465442384460004,1.8204155467504377,669.7969410782172,Yes,Pinot Noir
18,13.22274871936928,1.70214496406166,2.5327696212884305,20.63506100756317,117.78074036502228,2.6209829201190566,2.1045358895435387,0.260130867580803,1.3443046822591596,4.0596141838248485,1.124704522004423,2.3098589837005044,1054.110797755882,No,Cabernet Sauvignon
19,13.662210516419803,5.391871148839109,2.6051467339471372,18.193780576753063,116.55837841584311,2.132665789032606,2.070586952743807,0.5704057576447239,1.8523816260034347,9.56134607964746,0.6790029591829494,1.7498731318796465,630.9629813808368,No,Pinot Noir
20,11.953716743360335,1.4785919994419956,2.4637646419067276,22.83024584976346,97.51508436222763,2.2707377433258524,1.9274632166950194,0.25348441391526944,1.1419157753735925,0.820668275241113,0.744840639216043,2.2386976867612876,566.8393125537289,Yes,Merlot
21,12.011169592816659,2.883000916511252,2.5914007895690996,19.595498873296552,112.34700479605212,1.1607071530625888,1.1488788982287341,0.05949720964244504,2.0961417393234445,3.057583120199487,1.1099778788558516,2.28406641812505,602.8130396022649,Yes,Merlot
22,12.005045630435015,2.0133794948570527,2.199799529775786,22.97753784913901,112.97402957511339,1.5612733276302277,1.507540956701158,0.3866375674585205,0.9204077405407932,3.0474726312768277,1.1135723569335687,2.1696775133044075,452.2302227932907,No,Merlot
23,13.388161587277825,4.272879936106376,2.5464286878726528,21.5032535150325,104.31465819751705,2.0951486622070465,1.9485029617312006,0.5133578041789214,1.1509847342350465,9.95863008551221,0.6656815793783593,1.7990641936371272,736.6802416529931,No,Pinot Noir
24,14.292283770445627,1.181514073516901,2.586926906974778,11.468066472764686,97.81528443696897,2.7261290553701114,2.364259011599159,0.3807350977077203,1.7879942505117474,5.596239059763666,1.0021361048402575,2.358504244162522,1049.0103107437435,Yes,Cabernet Sauvignon
25,13.73585639206835,4.8757906410077965,2.6230124345360974,26.166848588811842,103.72194368202304,1.8729906968004104,1.9328534547646494,0.538832916898986,1.0846300603339203,7.376025267870073,0.700297171476347,1.653208376569734,560.964052435616,Yes,Pinot Noir
26,13.403894409470894,4.830540946659488,2.3295770172018746,21.405533535638664,105.38481662355495,1.4578504125285787,1.500922338739907,0.565466468736235,0.8186405939637839,5.646020918298868,0.707193559538197,1.8444772813828525,551.6265479471639,Yes,Pinot Noir
27,15.100342223671642,1.829115917061698,2.690075919144596,18.61056981135713,103.7604658620135,2.7618640492181767,2.720958946515739,0.3472828000562313,1.8218250879823048,6.570803844557096,0.8662043514840188,2.3278865942379503,833.0422931377136,Yes,Cabernet Sauvignon
28,13.114355591049101,3.786252452768842,2.457755536013313,21.352092377341545,85.12264967132955,1.2332351319506212,0.8607006020603685,0.4474107100061676,1.1408169146205407,4.032927295259428,0.6172206094457766,1.3346837830266218,764.1502993299771,No,Pinot Noir
29,13.481869126426297,2.1711258964695554,2.823810677444591,16.186568714587146,116.52279774428801,2.8469314617057013,2.576218274192711,0.3464212409674721,2.398600966979399,3.5931865333487947,1.3323062235625078,3.1439399874210436,829.1804013730525,Yes,Cabernet Sauvignon
30,13.160482162124168,5.046328657433846,2.6403921691880536,23.339753379658625,91.55287669548083,1.6694122940327438,1.2770659658337185,0.4135317438094379,0.7768866935879783,11.709330100204818,0.6950352549098732,1.711133823037705,475.3383102089208,Yes,Pinot Noir
31,11.605557014568733,3.1110510577728325,2.5960101921159873,18.679114867486888,139.2711248691691,1.8244191989113203,1.8084661908846198,0.24534428918949858,0.9835987862688882,2.842283438612344,1.1437789140950394,2.682942065465005,485.968788229147,Yes,Merlot
